exclusion_id	model_instance_id	rule_id	reason	stratum	source_file	source_row_key
EX-PF4C-B3-004	PF4C-B3-004	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B3-004
EX-PF4C-B3-011	PF4C-B3-011	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B3-011
EX-PF4C-B3-012	PF4C-B3-012	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B3-012
EX-PF4C-B3-022	PF4C-B3-022	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B3-022
EX-PF4C-B3-027	PF4C-B3-027	FROZEN_OPERATOR_NONREPRESENTABLE	Requires probe-level measurements and probe-specific coefficients; gene-level frozen operator cannot reproduce the formula.	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B3-027
EX-PF4C-B4-004	PF4C-B4-004	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-004
EX-PF4C-B4-005	PF4C-B4-005	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-005
EX-PF4C-B4-006	PF4C-B4-006	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-006
EX-PF4C-B4-008	PF4C-B4-008	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-008
EX-PF4C-B4-013	PF4C-B4-013	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-013
EX-PF4C-B4-014	PF4C-B4-014	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-014
EX-PF4C-B4-019	PF4C-B4-019	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-019
EX-PF4C-B4-020	PF4C-B4-020	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-020
EX-PF4C-B4-022	PF4C-B4-022	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-022
EX-PF4C-B4-028	PF4C-B4-028	FROZEN_OPERATOR_NONREPRESENTABLE	Requires within-sample ordered-pair comparisons and verified tie/missing rules absent from the frozen linear gene-score operator.	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-B4-028
EX-PF4C-FINAL-005	PF4C-FINAL-005	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-005
EX-PF4C-FINAL-006	PF4C-FINAL-006	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-006
EX-PF4C-FINAL-007	PF4C-FINAL-007	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-007
EX-PF4C-FINAL-010	PF4C-FINAL-010	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-010
EX-PF4C-FINAL-011	PF4C-FINAL-011	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-011
EX-PF4C-FINAL-013	PF4C-FINAL-013	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-013
EX-PF4C-FINAL-014	PF4C-FINAL-014	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-014
EX-PF4C-FINAL-015	PF4C-FINAL-015	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-015
EX-PF4C-FINAL-019	PF4C-FINAL-019	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-019
EX-PF4C-FINAL-021	PF4C-FINAL-021	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-021
EX-PF4C-FINAL-023	PF4C-FINAL-023	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-023
EX-PF4C-FINAL-027	PF4C-FINAL-027	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-027
EX-PF4C-FINAL-030	PF4C-FINAL-030	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-030
EX-PF4C-FINAL-031	PF4C-FINAL-031	FROZEN_OPERATOR_NONREPRESENTABLE	Requires five binary within-sample expression comparisons, not continuous gene-level scoring.	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-031
EX-PF4C-FINAL-033	PF4C-FINAL-033	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-033
EX-PF4C-FINAL-034	PF4C-FINAL-034	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-034
EX-PF4C-FINAL-035	PF4C-FINAL-035	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-035
EX-PF4C-FINAL-038	PF4C-FINAL-038	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-038
EX-PF4C-FINAL-040	PF4C-FINAL-040	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-040
EX-PF4C-FINAL-047	PF4C-FINAL-047	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-047
EX-PF4C-FINAL-048	PF4C-FINAL-048	AUTHORITY_REGISTRY_DISPOSITION	COMPLETE_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-048
EX-PF4C-FINAL-059	PF4C-FINAL-059	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-059
EX-PF4C-FINAL-064	PF4C-FINAL-064	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-064
EX-PF4C-FINAL-072	PF4C-FINAL-072	FROZEN_OPERATOR_NONREPRESENTABLE	Requires ordered-pair voting with incompletely locked pair-vector implementation, outside the frozen scoring operator.	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-072
EX-PF4C-FINAL-075	PF4C-FINAL-075	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-075
EX-PF4C-FINAL-076	PF4C-FINAL-076	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-076
EX-PF4C-FINAL-077	PF4C-FINAL-077	FROZEN_OPERATOR_NONREPRESENTABLE	Requires six gene-specific status thresholds before combination; the frozen operator has no equivalent threshold map.	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-077
EX-PF4C-FINAL-083	PF4C-FINAL-083	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-083
EX-PF4C-FINAL-084	PF4C-FINAL-084	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-084
EX-PF4C-FINAL-088	PF4C-FINAL-088	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-088
EX-PF4C-FINAL-089	PF4C-FINAL-089	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-089
EX-PF4C-FINAL-090	PF4C-FINAL-090	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-090
EX-PF4C-FINAL-091	PF4C-FINAL-091	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-091
EX-PF4C-FINAL-098	PF4C-FINAL-098	AUTHORITY_REGISTRY_DISPOSITION	UNRESOLVED_MEMBERSHIP	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-098
EX-PF4C-FINAL-101	PF4C-FINAL-101	FROZEN_OPERATOR_NONREPRESENTABLE	Requires CIBERSORT-derived cell fractions and exact deconvolution settings, not direct gene scoring.	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-101
EX-PF4C-FINAL-104	PF4C-FINAL-104	AUTHORITY_REGISTRY_DISPOSITION	OFFSCOPE	POST_FREEZE_DISCOVERY	GBM标签数据库/GBM_unified_registry_de_novo_benchmark_AuthorityV2_2026-07-23/02_authority/registry_authority_v2/extracted/GBM_legacy46_reconstructed_authority_v2_2026-07-23/11_UNIFIED_MODEL_INSTANCE_REGISTRY_AUTHORITY_V2.tsv	PF4C-FINAL-104
